video,question,question_number,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
693,tell me about your relationship with your family,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,36,0.3695652174347826,0.08695652167391303,0.04347826091304348,0.04347826091304348,0.0,0.0,0.0,0.0,0.04347826091304348,0.04347826076086956,0.10869565210869565,0.08695652167391303,0.0,0.06521739106521739,0.0,0.10869565210869565,0.021739130608695652,0.0,0.0,0.021739130304347824,0.021739130608695652,0.04347826091304348,0.04347826091304348,0.0,0.0,0.0,0.0,0.17391304343478262,0.0,0.021739130608695652,0.0,0.021739130608695652,0.08695652167391303,0.021739130608695652,0.0,0.0,0.06521739106521739,0.0,0.021739130608695652,0.0,0.0,0.0,0.0,0.021739130608695652,0.0,0.021739130608695652,0.0,0.021739130608695652,0.04347826091304348,0.0,0.04347826091304348,0.0,0.0,0.0,0.021739130304347824,0.06521739119565216,0.0,0.10869565210869565,0.021739130434782608,0.04347826091304348,0.04347826091304348,0.04347826104347825,0.04347826091304348,0.0,0.0,0.0,0.0,0.04347826091304347,0.0,0.021739130304347824,0.0,0.021739130304347824,0.0
712,when was the last time you argued with someone and what was it about,19,0.5289256199338844,0.21487603316528928,0.1404958678512397,0.057851239636363634,0.00826446281818182,0.04132231401652892,0.033057851165289254,0.0,0.07438016528925621,0.024793388429752067,0.07438016530578512,0.13223140499173555,0.0578512396446281,0.06611570261983472,0.033057851165289254,0.18181818181818182,0.024793388413223143,0.016528925578512398,0.0,0.008264462801652894,0.01652892563636364,0.0165289257107438,0.008264462834710743,0.008264462876033057,0.0,0.0,0.0,0.10743801646280991,0.0,0.0,0.033057851165289254,0.0,0.12396694203305786,0.008264462710743803,0.0,0.016528925669421487,0.04132231395867769,0.008264462876033057,0.06611570246280991,0.008264462834710743,0.008264462834710743,0.0,0.0,0.033057851239669415,0.0,0.033057851239669415,0.0,0.0,0.05785123981818183,0.00826446281818182,0.008264462876033057,0.03305785130578513,0.00826446281818182,0.0,0.12396694215702479,0.05785123981818183,0.0,0.0743801652892562,0.008264462801652894,0.0330578512892562,0.03305785119834711,0.008264462876033057,0.0,0.008264462834710743,0.03305785134710744,0.0,0.0,0.02479338849586777,0.0,0.00826446281818182,0.0,0.016528925677685952,0.0
662,how easy is it for you to get a good night's sleep,5,0.1702127660212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021276595765957442,0.0425531915106383,0.06382978725531915,0.0425531914893617,0.0,0.02127659574468085,0.06382978725531915,0.02127659574468085,0.0,0.0,0.0,0.021276595765957442,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.021276595765957442,0.0,0.0,0.0,0.0,0.0425531915106383,0.0,0.0,0.0,0.021276595765957442,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.021276595765957442,0.0425531914893617,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.021276595765957442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,what's something you feel guilty about,1,0.42666666661333325,0.1666666666733333,0.13333333332666664,0.09333333332,0.0,0.03333333334666667,0.0,0.00666666666,0.03333333334666667,0.04000000007333334,0.09999999992,0.05999999995333333,0.046666666653333334,0.06666666670666667,0.006666666666666667,0.13333333335333333,0.08000000006666667,0.05333333336666667,0.013333333333333334,0.0,0.0,0.053333333360000006,0.04666666669333334,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0733333333,0.006666666599999999,0.006666666599999999,0.0,0.013333333346666669,0.13999999992000003,0.09999999998,0.013333333340000001,0.006666666666666667,0.013333333333333334,0.0066666667,0.02666666666666667,0.03333333334,0.013333333333333334,0.0,0.020000000006666668,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.0,0.0,0.09999999999333334,0.013333333346666669,0.06666666663333333,0.013333333346666665,0.03333333336,0.0,0.013333333373333334,0.11999999999333333,0.0066666667,0.05333333337333334,0.006666666666666667,0.020000000033333337,0.03333333334,0.026666666673333336,0.0,0.0,0.0,0.0,0.0,0.03333333330666667,0.0,0.006666666673333334,0.0,0.026666666633333336,0.0
360,when was the last time you argued with someone and what was it about,19,0.473684211,0.10526315799999998,0.05263157899999999,0.05263157899999999,0.0,0.0,0.0,0.0,0.05263157899999999,0.05263157899999999,0.21052631599999996,0.05263157899999999,0.10526315799999998,0.05263157899999999,0.0,0.05263157899999999,0.0,0.0,0.0,0.0,0.10526315799999998,0.05263157899999999,0.0,0.05263157899999999,0.0,0.05263157899999999,0.0,0.10526315799999998,0.05263157899999999,0.05263157899999999,0.0,0.05263157899999999,0.10526315799999998,0.0,0.0,0.0,0.05263157899999999,0.0,0.05263157899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157899999999,0.05263157899999999,0.0,0.0,0.0,0.0,0.05263157899999999,0.0,0.0,0.05263157899999999,0.0,0.0,0.05263157899999999,0.05263157899999999,0.0,0.0,0.05263157899999999,0.0,0.0,0.05263157899999999,0.0,0.05263157899999999,0.0,0.0,0.0
378,what's something you feel guilty about,1,0.4666666664,0.1333333336,0.06666666639999999,0.06666666639999999,0.0,0.0,0.0,0.0,0.06666666639999999,0.06666666639999999,0.1333333336,0.06666666639999999,0.06666666639999999,0.06666666639999999,0.06666666639999999,0.2,0.06666666639999999,0.0,0.0,0.0,0.0,0.06666666639999999,0.0,0.06666666639999999,0.06666666639999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666640000003,0.1333333336,0.0,0.06666666639999999,0.1333333336,0.0,0.06666666639999999,0.06666666639999999,0.0,0.0,0.06666666639999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1333333336,0.0,0.06666666639999999,0.06666666639999999,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666660000001,0.0,0.06666666660000001,0.0,0.06666666660000001,0.0
476,how would your best friend describe you,35,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,when was the last time you felt really happy,8,0.3658536584878049,0.09756097570731709,0.04878048770731707,0.04878048770731707,0.0,0.0,0.0,0.0,0.04878048770731707,0.0731707316097561,0.04878048770731706,0.14634146348780488,0.024390243878048782,0.0,0.04878048770731707,0.1707317073902439,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243804878045,0.0,0.0,0.0,0.0,0.17073170729268292,0.07317073180487804,0.024390243902439025,0.04878048770731707,0.024390243804878045,0.0,0.024390243878048782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073158536584,0.04878048780487805,0.0,0.14634146351219512,0.0,0.0731707316097561,0.0731707316097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,who's someone that's been a positive influence in your life,18,0.34782608691304345,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.17391304343478262,0.043478260869565216,0.0,0.0,0.17391304343478262,0.08695652173913043,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0
326,how have you been feeling lately,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,36,0.510638297787234,0.14893617012765956,0.0851063830212766,0.0851063830212766,0.0,0.0,0.0,0.0,0.06382978710638297,0.042553191361702124,0.1276595745106383,0.08510638285106382,0.042553191361702124,0.042553191361702124,0.042553191361702124,0.14893617008510637,0.0,0.02127659574468085,0.0,0.0,0.042553191361702124,0.0,0.0,0.0,0.0,0.0,0.0,0.021276595723404255,0.0,0.0,0.0,0.0,0.1702127658723404,0.0,0.042553191361702124,0.0,0.06382978710638297,0.0,0.06382978710638297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.02127659574468085,0.19148936161702126,0.0,0.10638297876595745,0.02127659574468085,0.042553191361702124,0.042553191361702124,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,how have you been feeling lately,2,0.40476190455952377,0.1666666666190476,0.11904761905952381,0.1071428571547619,0.0,0.011904761904761904,0.0,0.0,0.04761904755952381,0.02380952375,0.11904761898809524,0.10714285716666667,0.023809523821428574,0.0,0.011904761892857144,0.1785714285,0.023809523821428574,0.0357142856547619,0.011904761916666668,0.0,0.02380952375,0.035714285726190474,0.035714285726190474,0.0,0.0,0.0,0.0,0.023809523738095237,0.0,0.0,0.0,0.0,0.11904761898809524,0.047619047547619045,0.011904761892857144,0.0,0.03571428571428571,0.02380952383333333,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.011904761892857144,0.0,0.011904761892857144,0.0,0.0,0.0,0.023809523797619046,0.11904761907142858,0.0,0.09523809523809523,0.0,0.0833333333452381,0.011904761892857144,0.0,0.0,0.0,0.023809523821428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,how easy is it for you to get a good night's sleep,5,0.555555556,0.22222222199999997,0.18518518500000003,0.18518518500000003,0.0,0.0,0.0,0.0,0.037037037,0.037037037,0.037037037,0.18518518500000003,0.11111111099999998,0.11111111099999998,0.074074074,0.296296296,0.074074074,0.0,0.0,0.0,0.0,0.074074074,0.074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111099999998,0.0,0.0,0.037037037,0.074074074,0.0,0.074074074,0.0,0.0,0.0,0.0,0.074074074,0.074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222199999997,0.074074074,0.22222222199999997,0.11111111099999998,0.074074074,0.074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,who's someone that's been a positive influence in your life,18,0.380952381,0.14285714300000002,0.14285714300000002,0.095238095,0.0,0.0,0.0,0.047619047428571426,0.0,0.0,0.0,0.09523809542857142,0.047619047571428576,0.095238095,0.0,0.14285714285714285,0.09523809514285715,0.0,0.0,0.0,0.047619047428571426,0.23809523771428573,0.23809523771428573,0.0,0.0,0.0,0.0,0.19047619042857142,0.095238095,0.0,0.047619047571428576,0.0,0.1904761905714286,0.0,0.0,0.0,0.095238095,0.047619047571428576,0.047619047428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095238095,0.047619047428571426,0.0,0.0,0.047619047571428576,0.0,0.09523809542857142,0.047619047428571426,0.0,0.09523809542857142,0.047619047428571426,0.047619047428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047571428576,0.0,0.0,0.0,0.047619047571428576,0.0
453,what sort of changes have you noticed since you've been going to therapy,44,0.5468749998984375,0.2343750000546875,0.1093750000234375,0.1093750000234375,0.0,0.0,0.0,0.0,0.12500000003125,0.0390624998984375,0.06249999988281249,0.1015625,0.07031250003125,0.07031250003125,0.0312499999140625,0.2031250000859375,0.031250000015625,0.007812499968749999,0.015625,0.0,0.015624999921875,0.0468750000390625,0.0234374999296875,0.0078125000078125,0.0078125000078125,0.0,0.0,0.007812499968749999,0.0,0.0,0.0,0.0,0.1406249999609375,0.03125,0.023437499921875,0.0,0.031249999937500002,0.007812499921875,0.0625000000234375,0.0234374999296875,0.015624999929687501,0.0,0.0078125,0.015624999921875,0.0,0.015624999921875,0.0,0.0,0.046874999937499995,0.0,0.0078125,0.007812499921875,0.031250000015625,0.0,0.05468750003125,0.1484375000546875,0.0,0.05468749996875,0.0078125,0.031249999960937497,0.0156250000078125,0.023437499921875,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0078125,0.0,0.0
487,who's someone that's been a positive influence in your life,18,0.3636363638977272,0.1363636363409091,0.090909090875,0.045454545465909095,0.0,0.03409090911363637,0.011363636295454544,0.0,0.045454545465909095,0.045454545454545456,0.05681818172727273,0.09090909082954546,0.04545454547727273,0.02272727265909091,0.0,0.15909090904545453,0.09090909098863635,0.056818181795454545,0.0,0.0,0.09090909089772727,0.034090909034090906,0.02272727265909091,0.011363636375000001,0.0,0.0,0.0,0.0909090909659091,0.022727272727272724,0.011363636375000001,0.03409090902272727,0.0,0.15909090907954546,0.04545454547727273,0.011363636363636364,0.011363636375000001,0.04545454547727273,0.02272727271590909,0.022727272670454542,0.022727272670454546,0.011363636375000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07954545456818182,0.011363636375000001,0.0,0.045454545454545456,0.011363636363636364,0.011363636375000001,0.034090909079545456,0.10227272722727275,0.0,0.045454545431818184,0.011363636352272728,0.022727272704545456,0.022727272727272728,0.03409090910227273,0.0,0.0,0.0,0.0,0.0,0.022727272738636364,0.0,0.011363636374999998,0.0,0.022727272738636364,0.0
422,how have you been feeling lately,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857135714285,0.0714285715,0.0,0.0,0.0,0.0,0.28571428585714287,0.21428571435714283,0.0714285715,0.0,0.0714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.0,0.0,0.0,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285715,0.0,0.0714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857135714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285715,0.0714285715,0.0,0.0,0.0,0.0
389,what's something you feel guilty about,1,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,do you consider yourself more shy or outgoing,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,how have you been feeling lately,2,0.35555555535555555,0.1777777778,0.1777777778,0.15555555566666668,0.0,0.0,0.0,0.022222222266666664,0.0,0.044444444444444446,0.06666666655555555,0.08888888884444444,0.0222222222,0.02222222213333333,0.022222222222222223,0.22222222228888888,0.0888888888,0.02222222213333333,0.0,0.0,0.06666666675555556,0.11111111106666666,0.11111111106666666,0.0,0.0,0.0,0.0,0.022222222266666664,0.0,0.0,0.0,0.0,0.2000000000888889,0.04444444433333333,0.0444444444,0.0,0.06666666673333334,0.02222222213333333,0.022222222222222223,0.0222222222,0.0,0.0,0.0222222222,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,0.06666666664444444,0.0,0.0,0.0,0.06666666664444444,0.0,0.04444444442222222,0.13333333344444445,0.0,0.08888888884444444,0.0,0.044444444444444446,0.0444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.04444444433333333,0.0,0.02222222213333333,0.0,0.0222222222,0.0
362,tell me about something you did recently that you really enjoyed,39,0.5,0.178571429,0.142857143,0.071428571,0.035714286,0.0,0.035714286,0.0,0.035714286,0.071428571,0.107142857,0.035714286,0.0,0.107142857,0.0,0.107142857,0.071428571,0.071428571,0.0,0.035714286,0.035714286,0.035714286,0.035714286,0.0,0.0,0.0,0.0,0.142857143,0.035714286,0.035714286,0.0,0.071428571,0.035714286,0.0,0.0,0.0,0.035714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107142857,0.071428571,0.035714286,0.035714286,0.035714286,0.0,0.107142857,0.0,0.0,0.107142857,0.071428571,0.0,0.035714286,0.0,0.071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
