video,question,root_deps,levels,u_tag,x_tag,avg_wordlen,numb_words,dep_dist,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,word30,word31,word32,word33,word34,word35,word36,word37,word38,word39,word40,word41,word42,word43,word44,word45,word46,word47,word48,word49,word50,word51,word52,word53,word54,word55,word56,word57,word58,word59,word60,word61,word62,word63,word64,word65,word66,word67,word68,word69,word70,word71,word72,word73,word74,word75,word76,word77,word78,word79,word80,word81,word82,word83,word84,word85,word86,word87,word88,word89,word90,word91,word92,word93,word94,word95,word96,word97,word98,word99,coherence,1function_(Function_Words),2pronoun_(Pronouns),3ppron_(Personal_Pronouns),4i_(I),5we_(We),6you_(You),7shehe_(SheHe),8they_(They),9ipron_(Impersonal_Pronouns),10article_(Articles),11prep_(Prepositions),12auxverb_(Auxiliary_Verbs),13adverb_(Adverbs),14conj_(Conjunctions),15negate_(Negations),othergram_(Other_Grammar),20verb_(Verbs),21adj_(Adjectives),22compare_(Comparisons),23interrog_(Interrogatives),24number_(Numbers),25quant_(Quantifiers),30affect_(Affect),31posemo_(Positive_Emotions),32negemo_(Negative_Emotions),33anx_(Anx),34anger_(Anger),35sad_(Sad),40social_(Social),41family_(Family),42friend_(Friends),43female_(Female),44male_(Male),50cogproc_(Cognitive_Processes),51insight_(Insight),52cause_(Causal),53discrep_(Discrepancies),54tentat_(Tentative),55certain_(Certainty),56differ_(Differentiation),60percept_(Perceptual_Processes),61see_(See),62hear_(Hear),63feel_(Feel),70bio_(Biological_Processes),71body_(Body),72health_(Health),73sexual_(Sexual),74ingest_(Ingest),80drives_(Drives),81affiliation_(Affiliation),82achieve_(Achievement),83power_(Power),84reward_(Reward),85risk_(Risk),timeorient_(Time_Orientation),90focuspast_(Past_Focus),91focuspresent_(Present_Focus),92focusfuture_(Future_Focus),100relativ_(Relativity),101motion_(Motion),102space_(Space),103time_(Time),persconc_(Personal_Concerns),110work_(Work),111leisure_(Leisure),112home_(Home),113money_(Money),114relig_(Religion),115death_(Death),120informal_(Informal_Language),121swear_(Swear),122netspeak_(Netspeak)
339,do you consider yourself an introvert,0.195833334,0.41875,0.483333333,0.645833333,0.249375,1,2.160416666,-0.998095721,-0.191722907,-0.572250799,-0.257113554,-0.659308881,0.558481008,0.231738731,0.411913142,-0.354483485,-0.251494438,0.037421707,0.199200515,-0.624633528,-0.192995578,0.459486351,-0.223894298,0.989219904,-0.50525494,-0.319240466,-0.027420432,-0.186102457,0.2513806,0.174716606,0.196738205,0.505003378,-0.294449486,0.164242089,-0.012882724,0.219133035,1.059880853,-0.557651341,-0.549055428,-0.265737239,0.052707896,-0.481755301,0.768875435,-0.572419494,0.607917011,-0.412416101,-0.102052711,0.266845051,-0.775121332,-0.34794432,-0.24641874,-0.37260594,0.927428842,-0.255965643,-0.375520006,0.315351922,-0.419202626,1.48431921,-1.144788742,-0.29163003,0.173673415,0.168919266,0.495366737,-0.182336651,0.508749634,0.976133704,-0.131243229,0.146562416,0.184667647,-0.851044059,1.498169601,-0.033392912,-1.076673746,0.092195668,-0.072649435,-0.05451715,0.527936995,-0.387191551,-0.152295873,0.968709409,0.468569338,-0.134103853,0.51791592,-0.355813235,-0.65483591,-0.6196713,0.282458462,1.015431434,-0.423958063,-0.247954838,0.045881495,-0.563914195,0.17289605,-0.66280523,0.044569716,0.885675937,-0.491855695,0.822577268,1.114452839,-0.479394481,0.873841256,-1.399047494,0.367943183,0.050252408,-0.138949586,0.39758637,-0.56245061,2.029223558,0.547916666,0.160416667,0.160416667,0.129166667,0,0,0,0.03125,0,0.03125,0.160416667,0.064583334,0.033333334,0.13125,0,0.0625,0,0.03125,0,0,0.03125,0,0,0,0,0,0,0.164583334,0,0,0,0,0.1625,0.03125,0.033333334,0.033333334,0.064583334,0,0.066666667,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0,0,0.095833334,0,0.033333334,0.033333334,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.03125,0
339,how would your best friend describe you,0.5,0.5,0.9,0.9,0.9,1,2.6,-0.379866734,-0.319203299,-1.804036856,0.179210982,-0.871284247,-0.447055258,-0.724864573,0.238071799,-0.328922615,0.381840419,0.396799997,-0.71336633,-1.267787844,-1.277797878,1.088695795,-0.531958416,1.412623585,0.388536573,-0.013436839,0.025692783,-0.045966655,0.560763598,0.19868777,0.864639402,1.743007958,-0.168733389,0.049713746,0.662019581,0.666883499,0.10233526,-0.919269622,-1.162945837,1.485031665,0.314578483,-0.879771843,-0.371212803,1.313736737,0.268894598,-1.459355712,0.407304928,0.787255555,0.949981421,-0.35152109,0.84283635,0.511414648,-0.541288972,0.825587422,1.236648322,-0.070938297,1.157681525,1.346800744,-1.238040447,-0.599424511,-0.411083497,-0.458303734,1.846641302,0.497567833,-0.459104523,0.290197969,1.106336683,1.303401947,1.085216224,-0.292815745,0.100749105,0.964345098,-0.275649145,1.034498871,0.383717656,0.263046518,-0.982950092,-0.026253306,-0.057135716,0.203134399,-0.054152149,-0.286225275,0.698415518,-0.718329012,0.653850362,-0.41839616,0.167924261,0.982716114,0.379497334,-0.310715026,-0.197808698,-0.796981454,-0.12970642,-0.817609996,-1.081368119,1.076533705,-0.077981561,-0.423713446,0.450900853,0.622990951,-0.336747885,-1.591862142,0.691394478,1.079702139,0.839537859,0.33476935,-0.657123,0.608187615,0.3,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,what do you do to relax,0.396103897,0.558441558,0.603896104,0.694805195,0.461207624,1,1.876623377,-0.907457695,-0.344633013,0.072465502,0.983927294,0.345052641,-0.454437033,-0.978847563,-0.014274761,-0.359588139,-0.622089789,-0.396166503,-0.077770584,-0.736636489,1.942476094,-0.686034084,0.66314118,0.251708247,1.062201649,-0.241297558,-0.432932169,-0.279338833,-0.362516657,1.666453362,-0.796440564,-0.759046406,1.513880074,0.316762634,-0.82878378,0.107103139,1.498215348,-0.810890317,0.018463239,-0.432678901,1.046896368,-0.231843457,-0.904107333,0.447465017,0.056451604,-0.660175369,-0.319960043,0.230906486,-0.880869329,-0.623611242,0.006704949,1.577945851,0.398556933,0.26979474,0.824581772,2.351785957,1.297349505,-0.173654884,-0.983791471,1.429459721,-0.788134039,0.050062508,0.069834525,0.026841864,-0.051307216,-0.500935018,0.21144706,-0.526620718,0.29536581,0.030841246,-0.812803597,-0.195206612,-0.226055332,-0.078970164,-0.59887451,-0.192580331,0.074086294,-0.118431695,0.378312797,-0.553405196,-0.163614019,0.066825854,0.27470772,-0.706797451,-1.069905371,-1.036198035,-0.284268871,-0.794840407,-0.802129298,0.836721897,-1.193602577,-0.977409274,0.934765734,-0.080729976,-0.5473645,0.692389466,0.803256109,0.452218384,-0.665032275,-0.494319126,-0.616280672,-0.62000449,0.160138578,-0.179245203,1.607541114,-0.628405556,-0.58951851,0.771726068,0.441558442,0.045454546,0.045454546,0.045454546,0,0,0,0,0,0.045454546,0.188311689,0.045454546,0.045454546,0,0.071428572,0.090909091,0,0,0,0,0.045454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454546,0,0,0.448051948,0,0.142857143,0.305194806,0,0.045454546,0,0,0,0,0,0,0,0,0,0
339,what would you say are some of your best qualities,0.5125,0.5875,0.75,0.75,0.59,1,2.2125,-1.108844638,-0.457777262,0.823635787,-0.005701468,-0.560788199,-0.41446963,-0.049819432,-0.826368213,-0.268640503,0.412301145,0.733516723,0.558601752,-1.366517245,-0.353667096,0.01260832,-0.709038883,0.852052689,-0.342011571,-0.205788624,-0.388726939,0.78484232,0.074902087,0.788619817,0.338728264,1.529533744,0.215542048,-0.189615861,0.465234809,0.224607222,0.357816473,-0.255181559,0.008385368,-0.330386311,0.148014889,0.02331373,0.641916275,0.425188169,0.086449727,-0.71238482,0.780802518,0.467900027,0.663459689,-0.123532582,-0.600206957,-0.940181881,0.946617872,-0.658159316,-0.718222425,1.472682118,0.589276612,1.297380865,-0.721987359,-0.678375587,0.032789057,-0.366455674,1.645119727,0.251803685,0.244117677,0.286028914,0.843978279,1.625828624,1.001701996,-0.806408741,0.894118548,0.547782473,-0.172054518,0.896616966,0.848661162,-0.025077075,-0.362655938,-0.029119406,0.497434713,0.94563672,-0.19696571,0.155941248,0.553726547,-0.632187903,0.628411532,-1.034360796,-0.278629304,0.991905183,-0.201488048,-0.776241392,0.18401923,-1.526950181,-0.185555771,-0.700031787,-0.804834932,0.499927446,-0.494010966,-0.08933017,0.553178847,-0.479376197,-0.427623078,-1.033143401,1.440634489,0.9769938,-0.000487663,0.928866446,0.334820628,0.509959297,0.1875,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0.125,0,0,0.1625,0,0,0,0,0,0.1625,0.1625,0,0,0,0,0.1625,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1625,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0.225,0
339,when was the last time you argued with someone and what was it about,0.474125874,0.515617716,0.694638694,0.815850816,0.473539048,1,2.361305361,-0.431313686,-0.729609033,-0.108223835,0.635764766,0.119741069,-0.373922208,-0.72989402,0.0101553,-0.290674962,-0.536379768,-0.094704688,-0.601639611,-0.562643848,0.828252719,-0.90453572,0.249646624,-0.091206476,1.010466059,-0.157487616,-0.331000073,-0.199849428,0.089169226,1.590634576,-0.718082552,-0.469070095,0.918604782,0.64980599,-0.274554061,0.013892177,1.289811496,-0.515928523,-0.092461921,-0.033491585,0.408876177,-0.039743321,-0.632925769,-0.080838813,-0.226979896,-0.713542974,0.054088575,0.129224892,-0.452983718,-0.798066274,0.023462065,0.71134933,0.47775418,-0.374280386,0.575304564,1.806219926,0.441529086,0.497214993,-0.725778132,0.694978491,-0.38418487,0.076102063,0.466453613,0.253277726,0.370755659,-0.173838437,0.100724805,-0.06679066,0.227981158,0.098361439,-0.460806181,-0.340425852,-0.272237579,0.502517839,0.165699828,-0.797401462,0.15043,0.093795796,0.537893241,0.614566991,0.559990829,0.4340099,-0.004572707,-0.572941615,-0.745363178,-0.65974561,-1.273330138,-0.879983182,-0.392806677,0.420720452,-0.996362609,-0.220403135,0.110161511,0.121218031,-0.699879361,0.711608727,0.858371273,0.196852606,-0.66444522,-0.941713228,-0.109547064,-0.498433114,0.33285467,-0.222347102,0.297035511,-0.040486817,-0.660318005,1.089318483,0.561305361,0.096969697,0.03030303,0.03030303,0,0,0,0,0.066666667,0.060606061,0.128205128,0.157575758,0.117948718,0.025641026,0,0.157575758,0.03030303,0.025641026,0,0,0.03030303,0.03030303,0,0.03030303,0,0.03030303,0,0.055944056,0,0,0,0,0.096969697,0,0,0,0.03030303,0,0.066666667,0.025641026,0.025641026,0,0,0,0,0,0,0,0.025641026,0,0,0.025641026,0,0,0.096969697,0.03030303,0.03030303,0.250815851,0,0.076923077,0.173892774,0.025641026,0,0,0,0,0,0,0,0,0,0,0
339,when was the last time you felt really happy,0.291666667,0.375,0.416666667,0.541666667,0.145833333,1,2.875,-0.68866092,-0.503890574,-0.074851088,0.777935207,1.49596417,0.115574509,-1.891546726,0.231238171,0.118520491,0.321959466,0.028069625,-0.13307552,0.132322714,0.668904126,-0.94933629,-0.314315647,0.143621683,0.24537079,-0.284230739,0.011139274,0.314986348,0.857300997,3.181601763,0.150884226,0.062605716,0.900218487,-0.091861539,-0.105685771,0.016160229,-0.482381225,-0.291770697,0.461735249,1.022028565,-0.516147256,0.511329234,0.100374609,-0.370444685,-0.15678224,-0.185591891,0.656777024,-0.279760569,-0.881844938,-1.370376945,-0.150510862,0.074508347,0.300555229,0.101686157,1.187313199,1.364992619,0.332332253,0.747410595,-0.683955848,0.032723997,-0.134497181,0.142352447,0.086645395,0.089279629,-0.313262194,-1.613222003,-0.070162185,0.968946695,-0.508343518,0.406232446,-1.091367602,-0.306309611,-1.409543037,-0.067632087,1.276881099,-1.677939534,-0.207684338,0.305861235,1.505725503,0.511358619,0.350242972,-0.285406291,0.582439661,-0.456132919,-0.4084557,0.011815947,-1.529757142,-0.638923705,-0.094379365,-0.007150302,-0.456212789,-0.189067855,0.050593626,0.035820015,-0.650315344,0.545176506,1.023801923,1.243310452,-0.806716621,-0.920918524,-0.070838653,-0.805574894,-0.482012182,-0.569627643,0.642398775,-0.784269154,-0.678142846,4.129343153,0.541666667,0.208333333,0.208333333,0.083333333,0.041666667,0,0.083333333,0,0,0.041666667,0.083333333,0.041666667,0.125,0.083333333,0,0.208333333,0,0,0.041666667,0.083333333,0,0.083333333,0.083333333,0,0,0,0,0.208333333,0.041666667,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333333,0.041666667,0.083333333,0,0.083333333,0,0.166666667,0,0,0.375,0.125,0.041666667,0.208333333,0,0,0,0,0,0,0.041666667,0,0,0,0.041666667,0
340,have you noticed any changes in your behavior or thoughts lately,0.547619047,0.444444444,0.718253968,0.813492063,0.42143802,1,2.575396825,-0.941750288,-0.499000539,-0.172405561,0.395617753,-0.300318087,-0.059938369,-0.551169336,0.141627915,0.317021698,-0.768822014,-0.357530867,-0.515551612,-0.200974385,-0.522321085,-0.264643272,0.242849211,0.42135941,-0.074753046,0.310792684,0.311904757,-0.329888659,-0.220888535,1.342758715,0.358413363,-0.105180209,-0.224886099,-0.389111277,0.69516159,-0.256045697,1.039292112,-0.359784941,0.069429311,0.704234503,0.587874989,0.109500647,0.189285281,-0.231414045,-0.100783817,-0.436645741,0.298192958,-0.137880087,0.694380899,0.212989946,-0.442571899,-0.637360593,0.27243335,-0.107152015,-0.090245272,0.5093751,-0.263889169,1.200289965,-0.983974208,-0.278076266,0.102657944,0.672150691,-0.023535117,-0.597730806,0.009471307,0.096336225,-0.198585798,0.536530112,0.062001713,-0.374458859,0.900065017,-0.695697228,0.027747154,0.721868634,0.413940838,-0.088280777,0.868557851,0.144270832,0.103582352,0.844743118,0.418096262,0.176237822,0.181575591,0.213876665,-0.651068876,0.134626399,-0.986872286,0.200294629,-0.100020113,-0.038912336,-0.342903832,-0.078100719,-0.165145201,-0.377017468,-0.143118815,0.218900923,-0.456326663,0.462664826,-0.458981881,0.154764786,-0.24749702,-1.100691199,0.692106962,0.216383494,0.233645062,-0.150391305,-0.475012928,1.135938057,0.527777778,0.226190476,0.103174603,0.103174603,0,0,0,0,0.123015873,0.047619048,0.075396825,0.075396825,0,0.055555556,0.047619048,0.178571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178571429,0.027777778,0.027777778,0.075396825,0,0,0.047619048,0,0,0,0,0.027777778,0,0.027777778,0,0,0.047619048,0,0,0,0.047619048,0,0.130952381,0,0,0.142857143,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0
340,tell me about something you did recently that you really enjoyed,0.425,0.51875,0.71875,0.75,0.559140625,1,2.89375,-1.115010739,-0.985474572,-0.587869078,0.633148805,1.0879004,0.392194279,-1.188250065,0.965621457,0.674479276,-0.077630014,0.065679962,0.188426752,0.477623716,0.360404366,-0.749881044,0.063704368,0.187399194,-0.023049861,0.040366948,-0.07865186,-0.087609664,0.04566101,2.202937067,0.196328938,0.103856176,0.703051914,-0.436265424,0.090855658,0.060679676,0.156259238,0.080295623,0.75509426,0.391003352,-0.187389769,0.383817099,-0.416967094,0.239290029,-0.157948479,0.552622259,0.5993919,-0.478709162,-1.072260365,-0.955080353,-0.250763834,-0.94828543,0.317413569,0.484157681,-0.39143987,1.326394558,0.002616465,1.783190549,-1.020840913,0.331920773,-0.572229087,-0.230731374,-0.539066412,0.037147865,0.076233089,-0.439537377,0.303958938,0.528417393,-0.120159768,0.244570799,-0.170531426,-1.136586667,-1.897858918,0.348283247,0.543748118,-1.02930662,0.115194246,0.068833488,0.427788354,0.285119856,0.59000288,-0.53019996,0.393104546,-0.662997142,-0.183396677,0.037662261,-1.141727031,-0.305757661,0.024410758,-0.033900738,-0.003940024,0.152288884,0.037943378,-0.538023293,-0.207315564,0.127414052,1.023673534,0.408794523,-0.163918797,0.005896986,-0.145634785,-0.888216705,0.017114982,-0.404766542,0.845663309,-0.365210585,-0.380852819,1.479601357,0.48125,0.15625,0.15625,0.125,0,0,0.03125,0,0,0,0.13125,0,0.13125,0.0625,0,0.1,0,0,0,0,0,0.03125,0.03125,0,0,0,0,0.09375,0.0625,0,0.03125,0.0625,0.03125,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.13125,0.1,0,0.03125,0,0,0,0,0,0,0.03125,0,0,0,0.03125,0
340,what are some things that make you really mad,0.75,0.25,0.583333333,0.583333333,0.381944444,1,3.833333333,-0.581619203,-0.767297268,0.443545848,0.927928925,-1.462309837,-0.44693017,0.561747372,-0.856875241,0.419338971,-0.332757264,-0.107708961,-0.642510772,-0.793777227,-0.44984594,1.647670269,0.103244305,0.725182533,-0.733132839,-0.610268652,-0.745435953,-0.399840474,0.932128668,-0.692794561,0.191935703,1.80976522,-0.360376507,-1.000403404,-0.270729154,-0.33931908,-0.656505227,1.028092027,-1.084211707,1.012483835,0.904575646,0.494591266,-0.317727834,0.091926239,-0.976855755,0.463809222,0.612645328,1.363768458,1.271940827,0.462439686,-0.268780679,-0.341676086,0.36418128,-1.138033986,-0.429198265,1.250882149,-1.884339333,0.658531964,-1.063768387,-2.118989468,-0.819130182,0.838302076,1.070687294,-1.177016616,-0.143220738,0.829056442,-0.788006246,0.293540061,0.565196455,-0.14071025,0.812660456,0.813947022,0.660006344,1.856088758,0.559898734,0.78409344,0.035265684,-0.049953002,-1.375535369,0.191052243,-0.023186699,0.497194201,-0.011370957,-0.197473958,-1.024737954,0.593008101,-0.246428907,0.82616955,0.037651863,0.308886945,-0.152702406,0.349527329,-1.20843935,-0.466258675,0.889238775,-0.286901981,-0.443434238,0.545357406,-0.013726552,0.846035302,-2.124330521,-1.747111797,1.733923793,0.733271182,0.261725992,0.963072121,0.842898667,1.07617153,0.666666667,0.166666667,0.083333333,0.083333333,0,0,0,0,0.083333333,0,0,0,0.166666667,0,0.333333333,0.083333333,0,0,0,0,0,0.083333333,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0.583333333,0,0.083333333,0,0,0.166666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,what do you do to relax,0.6,0.6,1,1,0.6,1,1.8,-0.796004534,0.583577096,-0.259598285,2.237050295,1.005361676,0.507833064,1.013172507,-0.071696281,-0.609962404,1.412739992,1.14153254,0.934607506,-0.545045674,-0.870646954,-0.366672426,0.014655692,1.307354331,-0.003507769,-0.748288512,-0.722056985,-0.378252834,-0.136553198,1.39257884,-0.29674077,-0.880018234,0.553959429,-1.22526145,0.22033155,-0.083944067,0.366993278,-1.434991956,1.706945777,1.17194128,1.443983316,-0.360645711,1.634203911,0.088264845,0.268041402,-1.425736547,-0.599856675,-0.839108825,-0.358109057,0.048635621,-1.862631202,0.329954773,1.579342127,-1.900263548,-0.4539662,1.201123953,-0.281878412,1.912585616,-1.146352768,0.581195176,0.315849245,0.105961517,-0.008342242,0.308526874,0.398885906,-0.282678038,0.014470384,0.66785574,-0.418093204,-0.325303972,0.906840622,-0.849250138,-0.510706067,0.321115017,0.447654158,1.403709054,0.050798379,0.042191554,0.863254726,0.079996347,0.649396539,-0.47747016,-0.328892112,0.410454273,-0.555974483,-0.661714971,1.000714302,-0.201569945,-0.015231085,1.008054376,-0.53622067,-1.26804781,0.668051004,0.711298466,-0.973561287,1.134209633,-0.838524044,0.450848013,0.355833709,-0.280406982,0.488463968,-0.910843492,0.933570743,-0.414635956,0.323689461,0.868719935,-1.472944617,0.485839822,0.4,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
