video,question,question_numberstarttime,endtime,F0_mean,VUV_mean,NAQ_mean,QOQ_mean,H1H2_mean,PSP_mean,MDQ_mean,peakSlope_mean,Rd_mean,Rd_conf_mean,creak_mean,MCEP_0_mean,MCEP_1_mean,MCEP_2_mean,MCEP_3_mean,MCEP_4_mean,MCEP_5_mean,MCEP_6_mean,MCEP_7_mean,MCEP_8_mean,MCEP_9_mean,MCEP_10_mean,MCEP_11_mean,MCEP_12_mean,MCEP_13_mean,MCEP_14_mean,MCEP_15_mean,MCEP_16_mean,MCEP_17_mean,MCEP_18_mean,MCEP_19_mean,MCEP_20_mean,MCEP_21_mean,MCEP_22_mean,MCEP_23_mean,MCEP_24_mean,HMPDM_0_mean,HMPDM_1_mean,HMPDM_2_mean,HMPDM_3_mean,HMPDM_4_mean,HMPDM_5_mean,HMPDM_6_mean,HMPDM_7_mean,HMPDM_8_mean,HMPDM_9_mean,HMPDM_10_mean,HMPDM_11_mean,HMPDM_12_mean,HMPDM_13_mean,HMPDM_14_mean,HMPDM_15_mean,HMPDM_16_mean,HMPDM_17_mean,HMPDM_18_mean,HMPDM_19_mean,HMPDM_20_mean,HMPDM_21_mean,HMPDM_22_mean,HMPDM_23_mean,HMPDM_24_mean,HMPDD_0_mean,HMPDD_1_mean,HMPDD_2_mean,HMPDD_3_mean,HMPDD_4_mean,HMPDD_5_mean,HMPDD_6_mean,HMPDD_7_mean,HMPDD_8_mean,HMPDD_9_mean,HMPDD_10_mean,HMPDD_11_mean,HMPDD_12_mean,F0_stddev,VUV_stddev,NAQ_stddev,QOQ_stddev,H1H2_stddev,PSP_stddev,MDQ_stddev,peakSlope_stddev,Rd_stddev,Rd_conf_stddev,creak_stddev,MCEP_0_stddev,MCEP_1_stddev,MCEP_2_stddev,MCEP_3_stddev,MCEP_4_stddev,MCEP_5_stddev,MCEP_6_stddev,MCEP_7_stddev,MCEP_8_stddev,MCEP_9_stddev,MCEP_10_stddev,MCEP_11_stddev,MCEP_12_stddev,MCEP_13_stddev,MCEP_14_stddev,MCEP_15_stddev,MCEP_16_stddev,MCEP_17_stddev,MCEP_18_stddev,MCEP_19_stddev,MCEP_20_stddev,MCEP_21_stddev,MCEP_22_stddev,MCEP_23_stddev,MCEP_24_stddev,HMPDM_0_stddev,HMPDM_1_stddev,HMPDM_2_stddev,HMPDM_3_stddev,HMPDM_4_stddev,HMPDM_5_stddev,HMPDM_6_stddev,HMPDM_7_stddev,HMPDM_8_stddev,HMPDM_9_stddev,HMPDM_10_stddev,HMPDM_11_stddev,HMPDM_12_stddev,HMPDM_13_stddev,HMPDM_14_stddev,HMPDM_15_stddev,HMPDM_16_stddev,HMPDM_17_stddev,HMPDM_18_stddev,HMPDM_19_stddev,HMPDM_20_stddev,HMPDM_21_stddev,HMPDM_22_stddev,HMPDM_23_stddev,HMPDM_24_stddev,HMPDD_0_stddev,HMPDD_1_stddev,HMPDD_2_stddev,HMPDD_3_stddev,HMPDD_4_stddev,HMPDD_5_stddev,HMPDD_6_stddev,HMPDD_7_stddev,HMPDD_8_stddev,HMPDD_9_stddev,HMPDD_10_stddev,HMPDD_11_stddev,HMPDD_12_stddev,gender
641,tell me about an event or something that you wish you could erase from your memory,33,394.523,420.353,116.790747193,0.313975996903,0.0558367935661,0.172384754341,0.310224102468,0.136164617497,0.0763820252252,-0.25842905199,0.70763470181,0.448408028203,0.0,-8.15552521011,1.44718599967,0.24060905191,0.240226484313,0.0766564470415,0.092452420995,-0.00733556060014,0.12443641956,-0.000744868128505,0.0855904307451,-0.0329302245792,0.00769641083839,-0.000682930887124,0.0230454480806,-0.00147458034121,-0.0114914570172,0.0163392958289,0.0104576429493,0.00400979434807,0.0216953825137,-0.0117255247887,-0.0053238148335,0.0111017503573,-0.0100304271512,-0.00851933338795,0.0,0.0,0.0,0.0,-2.67258544599e-05,-0.00013284128808,-0.000739123372375,-0.00389067522285,-0.045768412038,-0.172985889173,-0.415279439668,-0.439223118758,-0.0699597912596,0.820134186246,0.812666756821,0.393370520343,0.551716420096,0.676346740807,0.579387079417,0.655111342928,0.68172645228,0.860604040473,0.692803128954,-0.347471369032,0.150335231719,-0.302600555804,-0.918334690787,-0.67708428145,-0.677419526663,-0.606699717056,-0.505284200517,-0.444196427704,-0.373404483665,-0.315482581802,-0.261925970865,-0.205527977401,-0.162079677479,-0.0988971296719,74.4700009493,0.464196609278,0.0554418893666,0.161691211725,5.16530617318,0.173698331984,0.0521836791943,0.164701003373,0.733014769383,0.280867860506,0.0,4.72952786868,1.0395618057,0.398000574804,0.28816344601,0.185252770488,0.212963583239,0.196373875785,0.157731211664,0.146908046638,0.14021503559,0.122007583762,0.1015542984,0.0787718166181,0.0934574121886,0.0877368500697,0.0859558868251,0.0857901193644,0.0751623772698,0.0812707747106,0.0732165982741,0.0632621811539,0.0687513140539,0.0650591552571,0.0580876727453,0.0552117263133,0.0,0.0,0.0,0.0,0.000442546659487,0.00984664694637,0.0177047296208,0.0275329831011,0.0994875065792,0.29922722484,0.668283292809,1.26048610959,1.81947454677,1.84172056478,1.79356150285,1.7798409757,1.84632915285,1.8758558688,1.84554539621,1.77771112092,1.83517610573,1.87096842432,1.73020919333,1.6858888767,1.79234689455,0.464696678172,0.634810696724,0.453429760061,0.416398218689,0.377226156655,0.327178999986,0.287231497889,0.239010665414,0.204720013818,0.175041567604,0.157036571193,0.145807601572,0.135127148861,1
641,when was the last time you argued with someone and what was it about,19,321.123,337.603,128.592536408,0.281553398058,0.03837492565,0.140407036488,1.16403521706,0.097270989995,0.0772878705131,-0.257376396041,0.762872414038,0.445666611298,0.0,-8.3840958262,1.4064994167,0.250433532373,0.247665435043,0.0306362601473,0.107380991032,0.00059004249223,0.140387879055,0.0216238817219,0.0996717409533,-0.0515979127515,0.00422482713301,0.00751938798646,0.0245434347033,0.00674359951152,-0.00378448962733,-0.0134597526211,0.0174781201281,-0.00642840541355,0.0161938842967,-0.000773649949829,-0.016104332629,0.0171999831769,-0.0108787890014,-0.00983562257791,0.0,0.0,0.0,0.0,-2.89346351795e-05,-0.000591403265924,-0.00163684049161,-0.00970299344011,-0.0361645918091,-0.12258111041,-0.327799065571,-0.267776844121,-0.306605885107,0.372216986863,0.758029154912,0.470350699744,0.270533914555,0.229855718099,0.237368088313,0.414697521806,0.463837432042,0.420625833309,0.0319148848262,-0.341153674037,0.0258910908189,-0.284073381309,-0.973275037349,-0.776412126387,-0.723337139473,-0.630328090512,-0.541433301467,-0.462461805501,-0.381106672587,-0.322076252838,-0.258081243568,-0.17780109684,-0.126403951395,-0.0796654686428,77.4981897989,0.449893209552,0.04783595345,0.16529413163,2.93386890124,0.135495239054,0.0495308172324,0.15756966202,0.759141880492,0.262963625218,0.0,4.67582008565,0.998799787636,0.359616849523,0.248139833591,0.177464789846,0.196471789423,0.209920276088,0.170265441422,0.130263062681,0.125235597921,0.116874069168,0.0892656519463,0.084363075338,0.0906052856713,0.0826671315062,0.0832823748009,0.0793750529592,0.0798891971182,0.0743162761051,0.0721945584189,0.0727935553933,0.0665069687867,0.0625836510177,0.0578245164881,0.0523246165287,0.0,0.0,0.0,0.0,0.000260192356599,0.00554021400495,0.0104845012072,0.0347232164902,0.103156089809,0.280560054224,0.638651093967,1.03072247248,1.60139043908,1.91314650245,1.66018997434,1.94083554669,1.87462688626,1.83983081492,1.89727009668,1.84620193443,1.69887352542,1.79705631295,1.71156734486,1.90886770175,1.64282688747,0.405832293597,0.64123305162,0.470343248299,0.433830701738,0.379096251793,0.327597534453,0.274135714604,0.231919132473,0.197280134165,0.175635977457,0.163296455974,0.147999535335,0.136750779958,1
641,tell me about a situation that you wish you had handled differently,3,337.603,356.653,126.032020997,0.181627296588,0.0408686495071,0.126170512414,0.897426205463,0.0828735505522,0.0843420266172,-0.245037175567,0.701898801865,0.435555028613,0.0,-8.50566500691,1.27210708386,0.283275297389,0.269954588966,0.0447049599895,0.142732075779,0.0586826103114,0.16043290701,0.0180461172304,0.0784439812007,-0.0222241370032,0.00599211220183,0.000743311765804,0.0345913032057,0.00843057233742,-0.00123206799999,-0.00882935329275,0.00251257328595,0.00207070869545,0.011962277321,-0.00492789538986,-0.000326248788286,0.0086367817786,-0.00679007819257,-0.01038170777,0.0,0.0,0.0,0.0,-3.23918771312e-05,-0.00111965331072,-0.00375415648971,-0.0125440283502,-0.047798442221,-0.128507846253,-0.254075117537,-0.364231157132,-0.179622670031,0.597387554642,0.503930588945,0.357754091095,0.622099130732,0.223106391991,0.525718903099,0.399522990983,0.310780730802,0.44545202446,0.168485396154,-0.245571806248,0.0177674037192,-0.195845987577,-0.866710384008,-0.735834364977,-0.693486556994,-0.617453488243,-0.531980786943,-0.46624701222,-0.388357553784,-0.318447930814,-0.253990194689,-0.194795848751,-0.143137540401,-0.0979287976666,77.7124326501,0.385638286909,0.051376311818,0.151433686661,3.68860510095,0.124412221533,0.0547813121447,0.156075343306,0.746716964133,0.260368461633,0.0,4.75990442625,0.910101372545,0.28594743448,0.260305255178,0.14824037356,0.20361816697,0.169049712984,0.168074573099,0.1304144033,0.110415246828,0.0905165143596,0.0865876980784,0.0698232230517,0.0817678124471,0.0772462374452,0.0725370544944,0.0712772476358,0.0645994222083,0.0615099615574,0.0603831236389,0.0600416066467,0.0623544201732,0.0523574364084,0.0501591097549,0.053161956434,0.0,0.0,0.0,0.0,0.000583498068037,0.00879515293932,0.0166550974229,0.0349398256017,0.118327510119,0.297079659456,0.573926243064,0.935237124479,1.54515494662,1.73682006815,1.81374861866,1.82959157711,1.88329451866,1.84954368463,1.75716743317,1.67866941126,1.89102289196,1.74009003953,1.7511180899,1.74600207313,1.82170732764,0.299564815455,0.563313578717,0.457726519783,0.419417071423,0.371488144412,0.319664851566,0.274313208168,0.231851805603,0.196864998322,0.168903628037,0.150759016486,0.144223888246,0.133613849031,1
641,who's someone that's been a positive influence in your life,18,606.813,631.633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
641,how would your best friend describe you,35,631.633,644.863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
641,tell me about your relationship with your family,25,270.883,289.193,122.041507373,0.209721463681,0.0474091790007,0.149572458372,0.0715016651399,0.0883329174152,0.0834636871572,-0.259282263415,0.760192410715,0.453170256798,0.0,-8.64832678186,1.36565437372,0.285287764807,0.294483142847,0.0523499637899,0.126436977573,0.0439151819105,0.168993787849,0.0211550064065,0.0898286160585,-0.0309186389494,0.00400121114669,0.00481973870361,0.0418588028262,-0.00115263529845,0.00185464830572,0.00142693406431,-0.00722301600711,0.00171093552222,0.0108989767867,0.000387720150154,-0.00942237099083,0.0095477280091,0.0033104067158,-0.0143731026946,0.0,0.0,0.0,0.0,-1.03681438643e-05,-0.00117681347008,-0.00193599140837,-0.00601874989722,-0.0523616528666,-0.165601587295,-0.355974094234,-0.307004072698,0.691514460572,0.941901847927,0.861008020753,0.644948132764,0.869728598959,0.669771363174,0.851326104577,0.555807372297,0.362780848647,0.75426424682,0.171846249922,-0.11231874225,-0.0379043972367,-0.199648468348,-0.858727624398,-0.714213203398,-0.674742552575,-0.612172626888,-0.544241632975,-0.480844052659,-0.406351887041,-0.348241901776,-0.289833905762,-0.22844947274,-0.175275041962,-0.125919666582,73.7930566929,0.407220995,0.0537877380689,0.174950671843,4.21008864391,0.125347188457,0.0547354323629,0.156386681357,0.761848671196,0.269944473214,0.0,4.70226446928,0.923264609718,0.329131841336,0.27346021888,0.16078798464,0.194195010477,0.171918112565,0.16341067875,0.11410365966,0.113551760386,0.108164799736,0.0886038982553,0.071747573253,0.0697358970698,0.0738102202682,0.0634964359758,0.0744369371668,0.0599058034181,0.0566494895857,0.0560421460698,0.0578555919909,0.0581577828049,0.0530099216459,0.0538499864079,0.053777497777,0.0,0.0,0.0,0.0,0.000506304945287,0.00943036383172,0.0178231518474,0.0290421515301,0.115477468992,0.338238147234,0.735412661963,1.28708648809,1.51975454411,1.54432653148,1.65445770581,1.69528627939,1.75628140389,1.85942214602,1.70994987247,1.83828431069,1.77298935549,1.70778042994,1.92467975666,1.70172091161,1.74805739059,0.322191476615,0.550325794873,0.425578449363,0.396940001653,0.360580855419,0.317307051727,0.278765067138,0.235585602623,0.201733025079,0.172777949789,0.154442040928,0.140040482337,0.123841966552,1
641,tell me about something you did recently that you really enjoyed,39,644.863,658.833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
641,do you consider yourself more shy or outgoing,24,270.213,270.883,130.23880597,0.686567164179,0.0873778966052,0.335691509944,2.0727159176,0.168608400114,0.113082938417,-0.30490424348,1.0965318276,0.714492051877,0.0,-9.81817281635,1.73255894673,0.278381698135,0.197196219781,0.22661800476,-0.00996973734178,-0.199962110744,0.256234414684,-0.0759427582036,0.0331924251372,-0.090382195436,-0.0856318020706,0.0103671359176,0.046096041805,-0.0423381108935,-0.0820716226344,0.131488027296,0.0453561174917,-0.103612548031,0.0426347271025,-0.0125887218999,0.0479085306791,-0.00256505291791,0.00615274844301,-0.0677743784895,0.0,0.0,0.0,0.0,-0.000490442577668,-0.00543220476884,-0.00994091998003,-0.0201487692724,-0.193422582358,-0.636278864663,-1.37508243872,-1.78524061739,1.05079478567,2.41751881176,2.25891501341,2.68924555671,2.52672305749,2.66044864536,2.50956647791,2.66866266226,2.33160494121,2.23515693128,2.4054105414,0.25424943318,1.33210767845,-0.697828865663,-1.5030229238,-0.711502948765,-0.625091273123,-0.683043474935,-0.490245446129,-0.461364089445,-0.497794802602,-0.384492299386,-0.304140629526,-0.305019356604,-0.250208010739,-0.186017271263,36.1218852289,0.467389760909,0.0518774429273,0.11990995143,2.3128481829,0.0983305616423,0.0504357850508,0.187558278882,0.558189930873,0.156858698549,0.0,0.497827844949,1.51801949087,0.518916601947,0.286078152459,0.160124687677,0.103950935537,0.187868667147,0.133571372767,0.119858144326,0.184591293892,0.108668314009,0.164409562623,0.067618303388,0.098591840921,0.102746055409,0.0994854639518,0.0724249281713,0.0895511922843,0.0844106005208,0.0874763731722,0.0561738884694,0.108725374217,0.0484472339238,0.0807916375646,0.0553189580086,0.0,0.0,0.0,0.0,0.000438279781239,0.00486171841373,0.00818136972335,0.0154439383837,0.115781681532,0.274898856077,0.468220661552,1.08771721363,2.00834696106,0.376472464924,0.253516365768,0.152935538234,0.316384045899,0.0469897407143,0.277066264391,0.23199401615,0.346852810211,1.62291829232,0.25569419414,1.49056256966,1.76149066022,0.634630314059,0.648740471782,0.173758520038,0.218667237633,0.127046010714,0.166685959741,0.185279346913,0.122328639734,0.0787386925791,0.138273259366,0.0864796270267,0.0739840755989,0.100995803952,1
641,when was the last time you felt really happy,8,577.313,606.813,97.7529976019,0.10071942446,0.0119352553273,0.0537165594268,0.212212039922,0.069257527776,0.0676492982005,-0.16143496073,0.498654862722,0.287326839457,0.0,-6.11419603699,0.821002796486,0.205951952,0.146937564444,0.0300803051525,0.0746583250015,0.0669338587387,0.10306125452,0.0178283581227,0.0459138198413,0.00394518386655,0.0181235063659,-0.0199166115593,0.0346488641046,0.00873634855147,0.0053798976465,-0.0153654715669,0.00182996051154,0.00369774932544,0.0217756461726,-0.00613771209367,-0.00818097981197,-0.00732275491292,0.00454212892715,0.00103182654956,0.0,0.0,0.0,0.0,-1.12382528763e-05,-0.000173891376596,-0.00133375826095,-0.000234001898806,0.00419654619783,0.00688924828801,-0.0179077273228,-0.116099180936,-0.283348239763,-0.262180467403,0.31160045948,0.0672297643103,0.323341041896,0.356494255417,0.408489597068,-0.0238744029315,0.0562368603214,0.405111390015,0.232450780513,0.0576931516079,-0.0697558469156,-0.102690482554,-0.605787185977,-0.57584051141,-0.528472054708,-0.475299378185,-0.411097301466,-0.346868716695,-0.282961735088,-0.216578974583,-0.165924114385,-0.124211317004,-0.0812858554438,-0.0484601946927,94.6834057263,0.301137436259,0.0247501421268,0.118441857048,2.22169422267,0.148910146995,0.0653165792266,0.15366405202,0.717424844726,0.271742626599,0.0,5.70038904438,0.80295381443,0.261509617541,0.209955020508,0.116713713047,0.160781092441,0.11323613033,0.135062335084,0.084700661922,0.0885343095701,0.0798553671031,0.0743803235364,0.0767628254807,0.0634313986289,0.0601646011521,0.0507813302585,0.0492948194921,0.0457136167589,0.0473393388846,0.0497317960784,0.0397739013586,0.0391197271207,0.0461811930324,0.0413333487651,0.0320867426603,0.0,0.0,0.0,0.0,7.79397317691e-05,0.00180904968914,0.00535994909319,0.0110753592072,0.0214565107379,0.0384553178359,0.11002252739,0.278971215089,0.632728943645,1.04522988391,1.41491539372,1.38118714512,1.4421452516,1.15425013252,1.11038117509,1.38426228892,1.36179229179,1.14528208545,0.925345138114,1.36888775156,1.13755997899,0.135057517926,0.589158089494,0.558310146728,0.510213974179,0.454170379216,0.389115937454,0.325988647586,0.267719918666,0.212769374977,0.173847088498,0.153715613168,0.136032578798,0.121725800084,1
641,have you been diagnosed with depression,42,570.153,577.313,173.266061453,0.0824022346369,0.0197784217473,0.0518924905612,0.91964644512,0.0246028099991,0.100939721763,-0.318932982559,0.865972665362,0.541271337183,0.0,-11.447670145,1.57146227967,0.349577507973,0.350850707986,0.0935501277907,0.18501839625,0.146421985182,0.240825992706,0.0477583101322,0.105213218869,-0.0235664743525,0.0159723403915,-0.0042585796177,0.0482892273515,-0.00898581714122,0.0130341695152,-0.00487787552029,-0.00650882622567,0.0186428331605,0.0236778455132,-0.0209239717106,-0.0113811881154,0.0237370829718,-0.019981523239,0.00112386278701,0.0,0.0,0.0,0.0,-0.000235015955533,-0.00343109225402,-0.00711900504707,-0.00756212113154,-0.0197125017038,-0.0632696675552,-0.150123975033,-0.130111003853,-0.230332561676,0.375551885433,0.181365891631,-0.0755853713884,0.0420004408285,0.256220224978,-0.00766350685766,0.0865988720515,0.515306833242,0.644933505816,0.445534358038,0.135806651191,0.430559198706,-0.168352168615,-1.02226830222,-0.930846446671,-0.883765365228,-0.801149121578,-0.701202827868,-0.609853816081,-0.504277880001,-0.419512530557,-0.336607540688,-0.275137197928,-0.216933112214,-0.153239257697,40.8420643111,0.275168780136,0.0511711554225,0.131364551197,3.20144937992,0.0643669386511,0.0476181896535,0.0512588427276,0.745282555641,0.0942996047124,0.0,0.639388405559,0.369286114516,0.207985674388,0.16380629347,0.141613242989,0.155252275181,0.121406152782,0.110964096432,0.10183627634,0.0921445136431,0.0950863828566,0.0767025980104,0.0863554984294,0.0744683269616,0.0687831096775,0.0657433781357,0.0653775908038,0.0627355661198,0.0556562099714,0.0529699545671,0.0614757078955,0.0661168076585,0.0630124003919,0.050311507391,0.0433542459985,0.0,0.0,0.0,0.0,0.000979024092334,0.0121001237274,0.0229686070757,0.0318405261421,0.0641959929662,0.175079649988,0.454181324834,0.84511665098,1.26093231457,1.73522414653,1.99327576866,1.81940202353,1.93461589497,1.60486121253,1.93295506888,2.1354039967,2.02640914162,1.85834697303,1.93912829624,1.58559630833,1.58156405297,0.24767959366,0.24908474501,0.234137716087,0.18797901294,0.155826936711,0.128465279975,0.0947275020205,0.0778755331378,0.0710152321968,0.0907022533699,0.100811829398,0.117926064153,0.121025799391,1
