video,question,question_number,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
693,tell me about your relationship with your family,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,36,0.3695652174347826,0.08695652167391303,0.04347826091304348,0.04347826091304348,0.0,0.0,0.0,0.0,0.04347826091304348,0.04347826076086956,0.10869565210869565,0.08695652167391303,0.0,0.06521739106521739,0.0,0.10869565210869565,0.021739130608695652,0.0,0.0,0.021739130304347824,0.021739130608695652,0.04347826091304348,0.04347826091304348,0.0,0.0,0.0,0.0,0.17391304343478262,0.0,0.021739130608695652,0.0,0.021739130608695652,0.08695652167391303,0.021739130608695652,0.0,0.0,0.06521739106521739,0.0,0.021739130608695652,0.0,0.0,0.0,0.0,0.021739130608695652,0.0,0.021739130608695652,0.0,0.021739130608695652,0.04347826091304348,0.0,0.04347826091304348,0.0,0.0,0.0,0.021739130304347824,0.06521739119565216,0.0,0.10869565210869565,0.021739130434782608,0.04347826091304348,0.04347826091304348,0.04347826104347825,0.04347826091304348,0.0,0.0,0.0,0.0,0.04347826091304347,0.0,0.021739130304347824,0.0,0.021739130304347824,0.0
712,when was the last time you argued with someone and what was it about,19,0.5289256199338842,0.21487603316528928,0.14049586785123966,0.057851239636363634,0.00826446281818182,0.04132231401652892,0.03305785116528926,0.0,0.0743801652892562,0.024793388429752067,0.07438016530578515,0.13223140499173555,0.05785123964462811,0.06611570261983472,0.03305785116528926,0.18181818181818182,0.02479338841322314,0.016528925578512398,0.0,0.008264462801652894,0.01652892563636364,0.0165289257107438,0.008264462834710743,0.008264462876033057,0.0,0.0,0.0,0.10743801646280991,0.0,0.0,0.03305785116528926,0.0,0.12396694203305786,0.008264462710743803,0.0,0.016528925669421487,0.041322313958677685,0.008264462876033057,0.06611570246280991,0.008264462834710743,0.008264462834710743,0.0,0.0,0.03305785123966942,0.0,0.03305785123966942,0.0,0.0,0.05785123981818183,0.00826446281818182,0.008264462876033057,0.03305785130578513,0.00826446281818182,0.0,0.12396694215702479,0.05785123981818183,0.0,0.0743801652892562,0.008264462801652894,0.0330578512892562,0.03305785119834711,0.008264462876033057,0.0,0.008264462834710743,0.03305785134710744,0.0,0.0,0.02479338849586777,0.0,0.00826446281818182,0.0,0.016528925677685952,0.0
662,how easy is it for you to get a good night's sleep,5,0.1702127660212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021276595765957442,0.0425531915106383,0.06382978725531915,0.0425531914893617,0.0,0.02127659574468085,0.06382978725531915,0.02127659574468085,0.0,0.0,0.0,0.021276595765957442,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.021276595765957442,0.0,0.0,0.0,0.0,0.0425531915106383,0.0,0.0,0.0,0.021276595765957442,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.021276595765957442,0.0425531914893617,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.021276595765957442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,have you noticed any changes in your behavior or thoughts lately,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,when was the last time you argued with someone and what was it about,19,0.473684211,0.10526315799999998,0.05263157899999999,0.05263157899999999,0.0,0.0,0.0,0.0,0.05263157899999999,0.05263157899999999,0.21052631599999996,0.05263157899999999,0.10526315799999998,0.05263157899999999,0.0,0.05263157899999999,0.0,0.0,0.0,0.0,0.10526315799999998,0.05263157899999999,0.0,0.05263157899999999,0.0,0.05263157899999999,0.0,0.10526315799999998,0.05263157899999999,0.05263157899999999,0.0,0.05263157899999999,0.10526315799999998,0.0,0.0,0.0,0.05263157899999999,0.0,0.05263157899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157899999999,0.05263157899999999,0.0,0.0,0.0,0.0,0.05263157899999999,0.0,0.0,0.05263157899999999,0.0,0.0,0.05263157899999999,0.05263157899999999,0.0,0.0,0.05263157899999999,0.0,0.0,0.05263157899999999,0.0,0.05263157899999999,0.0,0.0,0.0
470,have you noticed any changes in your behavior or thoughts lately,14,0.3488372091162791,0.093023256,0.06976744186046512,0.06976744186046512,0.0,0.0,0.0,0.0,0.023255814139534883,0.0,0.093023256,0.046511627720930225,0.06976744186046512,0.04651162809302325,0.0,0.13953488353488372,0.04651162809302325,0.0,0.023255814139534883,0.0,0.023255814139534883,0.04651162809302325,0.04651162809302325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1860465118139535,0.023255814139534883,0.0,0.0,0.046511627720930225,0.0697674416744186,0.046511627720930225,0.023255814139534883,0.023255814139534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906995348837,0.0,0.06976744186046512,0.0,0.04651162809302325,0.0,0.0,0.1860465118139535,0.0,0.04651162809302325,0.023255813953488372,0.023255813953488372,0.023255814139534883,0.023255814139534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,how are you at controlling your temper,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,what are you like when you don't sleep well,37,0.476190476,0.14285714299999996,0.14285714299999996,0.14285714299999996,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904766666666,0.09523809533333331,0.09523809533333331,0.04761904733333333,0.09523809533333331,0.14285714266666666,0.0,0.0,0.0,0.0,0.0,0.04761904733333333,0.04761904733333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809533333331,0.0,0.0,0.04761904733333333,0.09523809533333331,0.0,0.04761904733333333,0.0,0.0,0.0,0.0,0.04761904733333333,0.04761904733333333,0.0,0.0,0.0,0.04761904733333333,0.0,0.0,0.0,0.04761904733333333,0.0,0.0,0.14285714266666666,0.0,0.04761904766666666,0.0,0.0,0.04761904766666666,0.04761904766666666,0.0,0.0,0.0,0.0,0.0,0.095238095,0.0,0.0,0.0,0.095238095,0.0
476,how would your best friend describe you,35,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,when was the last time you felt really happy,8,0.3658536584878049,0.09756097570731709,0.04878048770731707,0.04878048770731707,0.0,0.0,0.0,0.0,0.04878048770731707,0.0731707316097561,0.04878048770731707,0.14634146348780488,0.024390243878048782,0.0,0.04878048770731707,0.1707317073902439,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243804878045,0.0,0.0,0.0,0.0,0.17073170729268292,0.07317073180487804,0.024390243902439025,0.04878048770731707,0.024390243804878045,0.0,0.024390243878048782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073158536586,0.04878048780487805,0.0,0.14634146351219512,0.0,0.0731707316097561,0.0731707316097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,who's someone that's been a positive influence in your life,18,0.34782608691304345,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.17391304343478262,0.043478260869565216,0.0,0.0,0.17391304343478262,0.08695652173913043,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0
655,what's one of your most memorable experiences,30,0.24999999975,0.12500000025,0.12500000025,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000025,0.0,0.0,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,36,0.510638297787234,0.14893617012765956,0.0851063830212766,0.0851063830212766,0.0,0.0,0.0,0.0,0.06382978710638297,0.042553191361702124,0.1276595745106383,0.08510638285106382,0.042553191361702124,0.042553191361702124,0.042553191361702124,0.14893617008510637,0.0,0.02127659574468085,0.0,0.0,0.042553191361702124,0.0,0.0,0.0,0.0,0.0,0.0,0.021276595723404255,0.0,0.0,0.0,0.0,0.1702127658723404,0.0,0.042553191361702124,0.0,0.06382978710638297,0.0,0.06382978710638297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.02127659574468085,0.19148936161702126,0.0,0.10638297876595745,0.02127659574468085,0.042553191361702124,0.042553191361702124,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,how easy is it for you to get a good night's sleep,5,0.555555556,0.22222222199999997,0.18518518500000003,0.18518518500000003,0.0,0.0,0.0,0.0,0.037037037,0.037037037,0.037037037,0.18518518500000003,0.11111111099999998,0.11111111099999998,0.074074074,0.296296296,0.074074074,0.0,0.0,0.0,0.0,0.074074074,0.074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111099999998,0.0,0.0,0.037037037,0.074074074,0.0,0.074074074,0.0,0.0,0.0,0.0,0.074074074,0.074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222199999997,0.074074074,0.22222222199999997,0.11111111099999998,0.074074074,0.074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,how are you at controlling your temper,6,0.6086956520978262,0.23913043473913043,0.1630434783152174,0.1630434783152174,0.0,0.0,0.0,0.0,0.07608695648913043,0.03260869565217391,0.11956521730434781,0.09782608692391304,0.08695652176086957,0.06521739141304347,0.043478260956521735,0.14130434788043478,0.05434782611956522,0.03260869559782608,0.010869565239130434,0.021739130434782608,0.021739130521739126,0.06521739139130435,0.010869565217391304,0.05434782617391304,0.021739130434782608,0.03260869573913043,0.0,0.021739130521739126,0.0,0.0,0.0,0.0,0.19565217380434782,0.021739130521739126,0.0,0.021739130434782608,0.09782608704347827,0.0,0.10869565211956521,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.010869565217391304,0.0,0.0,0.021739130521739126,0.0,0.0,0.010869565304347826,0.010869565217391304,0.0,0.010869565217391304,0.13043478266304348,0.0,0.05434782619565217,0.0,0.03260869573913043,0.02173913045652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,have you noticed any changes in your behavior or thoughts lately,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,who's someone that's been a positive influence in your life,18,0.380952381,0.142857143,0.142857143,0.095238095,0.0,0.0,0.0,0.047619047428571426,0.0,0.0,0.0,0.09523809542857142,0.047619047571428576,0.095238095,0.0,0.14285714285714285,0.09523809514285715,0.0,0.0,0.0,0.047619047428571426,0.23809523771428573,0.23809523771428573,0.0,0.0,0.0,0.0,0.19047619042857142,0.095238095,0.0,0.047619047571428576,0.0,0.1904761905714286,0.0,0.0,0.0,0.095238095,0.047619047571428576,0.047619047428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095238095,0.047619047428571426,0.0,0.0,0.047619047571428576,0.0,0.09523809542857142,0.047619047428571426,0.0,0.09523809542857142,0.047619047428571426,0.047619047428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047571428576,0.0,0.0,0.0,0.047619047571428576,0.0
487,who's someone that's been a positive influence in your life,18,0.36363636389772724,0.1363636363409091,0.090909090875,0.045454545465909095,0.0,0.03409090911363637,0.011363636295454544,0.0,0.045454545465909095,0.04545454545454545,0.05681818172727273,0.09090909082954546,0.04545454547727273,0.02272727265909091,0.0,0.15909090904545453,0.09090909098863635,0.056818181795454545,0.0,0.0,0.09090909089772727,0.034090909034090906,0.02272727265909091,0.011363636375000001,0.0,0.0,0.0,0.0909090909659091,0.022727272727272728,0.011363636375000001,0.034090909022727274,0.0,0.15909090907954546,0.04545454547727273,0.011363636363636364,0.011363636375000001,0.04545454547727273,0.02272727271590909,0.022727272670454542,0.022727272670454546,0.011363636375000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07954545456818182,0.011363636375000001,0.0,0.045454545454545456,0.011363636363636364,0.011363636375000001,0.034090909079545456,0.10227272722727272,0.0,0.045454545431818184,0.011363636352272728,0.022727272704545456,0.022727272727272728,0.03409090910227273,0.0,0.0,0.0,0.0,0.0,0.022727272738636364,0.0,0.011363636374999998,0.0,0.022727272738636364,0.0
397,what's your dream job,20,0.4197530862716049,0.13580246918518518,0.07407407403703703,0.07407407403703703,0.0,0.0,0.0,0.0,0.06172839514814813,0.024691358037037037,0.061728395111111105,0.0987654321111111,0.07407407409876543,0.08641975306172839,0.024691357987654317,0.0987654321111111,0.024691358049382713,0.024691358049382713,0.024691357962962963,0.0,0.0,0.037037037,0.037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06172839503703703,0.0,0.012345679012345678,0.0,0.012345679024691357,0.0,0.037037036999999995,0.0,0.0,0.0,0.0,0.012345679024691357,0.012345679024691357,0.0,0.0,0.0,0.012345679024691357,0.012345679024691357,0.0,0.0,0.0,0.0,0.049382716037037026,0.04938271601234567,0.0,0.08641975312345679,0.0,0.0,0.08641975312345679,0.037037037012345675,0.037037037012345675,0.0,0.0,0.0,0.0,0.037037037061728395,0.0,0.0,0.0,0.037037037061728395,0.0
375,do you consider yourself more shy or outgoing,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,tell me about something you did recently that you really enjoyed,39,0.5,0.178571429,0.142857143,0.071428571,0.035714286,0.0,0.035714286,0.0,0.035714286,0.071428571,0.107142857,0.035714286,0.0,0.107142857,0.0,0.107142857,0.071428571,0.071428571,0.0,0.035714286,0.035714286,0.035714286,0.035714286,0.0,0.0,0.0,0.0,0.142857143,0.035714286,0.035714286,0.0,0.071428571,0.035714286,0.0,0.0,0.0,0.035714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107142857,0.071428571,0.035714286,0.035714286,0.035714286,0.0,0.107142857,0.0,0.0,0.107142857,0.071428571,0.0,0.035714286,0.0,0.071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
